Timeline,Start time,Duration,Row,Instance number,<flag>.,Adversaire,Contexte,Date,HALF TIME,Journée,Lieu,MINUTE,Pourcentage,Qualite,Score final,TIME PERIOD,Type action,⚽️,✅,✅✅,❌❌,🔸🔹[OT] Clear the ball,🔸🔹[OT] Counter-attack,🔸🔹[OT] Keep the ball,🔹🔸[DT] Back in,🔹🔸[DT] Quick regain,Ungrouped,Notes,Flags
251206_ManchesterCity_Sunderland_ANALYST2ANGLES,0.0,37.38762574173779,"🔸[DSP] Corner(L, 2 phases)✅",0,,,,,,,,,,,,,,,,,,,,,,,,,.
251206_ManchesterCity_Sunderland_ANALYST2ANGLES,0.0,25.560142346777866,"🔹🔸Defensive transition(counter-press, high regain)✅⭐️",0,,,,,,,,,,,,,,,,,,,,,,,,,.
251206_ManchesterCity_Sunderland_ANALYST2ANGLES,0.0,27.28000037854781,🔸🔹Offensive transition(1v1)✅✅,0,,,,,,,,,,,,,,,,,,,,,,,"🔸🔹[OT] Counter-attack, 🔸🔹[OT] Keep the ball",,.
251206_ManchesterCity_Sunderland_ANALYST2ANGLES,0.0,13.380067358573797,"🔹[OSP] Throw-in(L, long, momentum+)✅",0,,,,,,,,,,,,,,,,,,,,,,,,,.
251206_ManchesterCity_Sunderland_ANALYST2ANGLES,0.0,34.87877807911718,"🔹[OSP] Corner(L, 2nd phase, hit the post)✅✅",0,,,,,,,,,,,,,,,,,,,,,,,"✅✅, ✅✅, ⚽️",,.
251206_ManchesterCity_Sunderland_ANALYST2ANGLES,0.0,38.02195377839962,🔹🔸Defensive transition(inefficient counter-press)❌,0,,,,,,,,,,,,,,,,,,,,,,,,,.
251206_ManchesterCity_Sunderland_ANALYST2ANGLES,0.0,24.470135327152093,"🔸🔹Offensive transition(escape cleanly, quick counter, immediate regain)✅⭐️",0,,,,,,,,,,,,,,,,,,,,,,,,,.
251206_ManchesterCity_Sunderland_ANALYST2ANGLES,0.0,13.830084133364835,"🔹[OSP] Throw-in(R, long)🚧",0,,,,,,,,,,,,,,,,,,,,,,,,,.
251206_ManchesterCity_Sunderland_ANALYST2ANGLES,0.0,31.270159715757472,"🔸[OP2]High Press(agressive MFM, Won 1st contact, but to opponent)🚧",0,,,,,,,,,,,,,,,,,,,,,,,,,.
251206_ManchesterCity_Sunderland_ANALYST2ANGLES,0.0,37.51028561811927,"🔸[OP4]Low Block(LTriangle, cross, Haaland header)❌❌",0,,,,,,,,,,,,,,,,,,,,,,,,,.
251206_ManchesterCity_Sunderland_ANALYST2ANGLES,0.0,31.116195512729064,🔸🔹Offensive transition(counter-attack)✅⭐️,0,,,,,,,,,,,,,,,,,,,,,,,"🔸🔹[OT] Counter-attack, 🔸🔹[OT] Counter-attack, 🔸🔹[OT] Counter-attack, 🔸🔹[OT] Counter-attack, 🔸🔹[OT] Counter-attack",,.
251206_ManchesterCity_Sunderland_ANALYST2ANGLES,0.0,28.88009327484906,"🔹[OSP] Corner(L, far post Ballard, blocks??)❌🔍",0,,,,,,,,,,,,,,,,,,,,,,,,,.
251206_ManchesterCity_Sunderland_ANALYST2ANGLES,0.0,27.0,🔹🔸Defensive transition(counter-attack)🚧,0,,Manchester City,Contexte,20251206,MT 0,Journée 15,Exterieur,105,120%,+,0/3,100 - 110,CPA OFF,,,,,,,,,,,,.
251206_ManchesterCity_Sunderland_ANALYST2ANGLES,0.0,29.09019752308177,"🔸[OP4]Low Block(space opened through, LTriangle)❌⚠️",0,,,,,,,,,,,,,,,,,,,,,,,,,.
251206_ManchesterCity_Sunderland_ANALYST2ANGLES,0.0,17.550092967992896,"🔹[IP2]Low Build-up(long under pressure, turnover)❌",0,,,,,,,,,,,,,,,,,,,,,,,,,.
251206_ManchesterCity_Sunderland_ANALYST2ANGLES,0.0,19.470094182552202,"🔸[OP2]High Press(MFM opportunity missed, lack of intensity)❌",0,,,,,,,,,,,,,,,,,,,,,,,,,.
251206_ManchesterCity_Sunderland_ANALYST2ANGLES,0.0,27.180164918062474,"🔸[OP4]Low Block(RTriangle delays, shot)🚧",0,,,,,,,,,,,,,,,,,,,,,,,,,.
251206_ManchesterCity_Sunderland_ANALYST2ANGLES,0.0,11.280064316893004,🔸🔹Offensive transition(foul gained)✅,0,,Manchester City,Contexte,20251206,MT 0,Journée 15,Exterieur,105,120%,+,0/3,100 - 110,Toffensive,,,,,,,,,,,,.
251206_ManchesterCity_Sunderland_ANALYST2ANGLES,0.0,19.210036019940162,🔸🔹Offensive transition(foul gained)✅,0,,,,,,,,,,,,,,,,,,,,,,,,,.
251206_ManchesterCity_Sunderland_ANALYST2ANGLES,0.0,73.02854171729086,"🔹[OSP] Free kick(3 phases, counter-attack - 3rd goal)❌⚠️",0,,,,,,,,,,,,,,,,,,,,,,,,,.
251206_ManchesterCity_Sunderland_ANALYST2ANGLES,0.0,23.798877432308473,"🔹🔸Defensive transition(cheap turnover, counter-attack)❌❌🏈",0,,,,,,,,,,,,,,,,,,,,,,,,,.
251206_ManchesterCity_Sunderland_ANALYST2ANGLES,0.0,25.930192347004777,"🔹[IP3b]Progression(switch, LTriangle, through the 9)✅⭐️",0,,,,,,,,,,,,,,,,,,,,,,,,,.
251206_ManchesterCity_Sunderland_ANALYST2ANGLES,0.0,13.43411737594306,🔹🔸Defensive transition(counter-press)✅,0,,,,,,,,,,,,,,,,,,,,,,,,,.
251206_ManchesterCity_Sunderland_ANALYST2ANGLES,0.0,21.39010302983661,🔸[OP2]High Press(regain)✅,0,,,,,,,,,,,,,,,,,,,,,,,,,.
251206_ManchesterCity_Sunderland_ANALYST2ANGLES,0.0,11.980044502684905,"🔹[OSP] Throw-in(R, MZ, quick)✅⭐️",0,,,,,,,,,,,,,,,,,,,,,,,,,.
251206_ManchesterCity_Sunderland_ANALYST2ANGLES,0.0,22.75010819241288,"🔸[OP1a]GK Restart(OS, long)✅⭐️",0,,,,,,,,,,,,,,,,,,,,,,,,,.
251206_ManchesterCity_Sunderland_ANALYST2ANGLES,0.0,22.161535458695653,"🔹[IP3b]Progression(LTriangle, switch RTriangle)🚧",0,,,,,,,,,,,,,,,,,,,,,,,,,.
251206_ManchesterCity_Sunderland_ANALYST2ANGLES,0.0,23.881704684471515,"🔹[IP2]Low Build-up(mid range, wrong side)❌",0,,,,,,,,,,,,,,,,,,,,,,,,,.
