Timeline,Start time,Duration,Row,Instance number,<flag>.,<flag>Keep,Corner Taken,Event,Foul and Card Events,Half,Pass,Player,Team,Zone,✅,🔸[DSP],🔸[OP] --> 🔹[IP],🔸[OP] Box Defence,🔸[OP] Restart Phase,🔸[OP] Zonal Defence,🔹[IP] Progression Phase,🔹[IP] Restart Phase,🔹[IP]--> 🔸[OP],🔹[OSP],Ungrouped,Notes,Flags
251018_Sunderland_Wolves_ANALYST3ANGLES,0.0,30.699999999999818,"🔹[I1a] GK Restart(HBlock, 2nd ball)❌",0,,,,,,,,,,,,,,,,,,,,,,,.
251018_Sunderland_Wolves_ANALYST3ANGLES,0.0,19.45247797777847,"🔸[OP2] High Press(long, 2nd ball)🚧",0,,,,,,,,,,,,,,,,,,,,,,,.
251018_Sunderland_Wolves_ANALYST3ANGLES,0.0,10.819957018140485,"🔸[OP4] Low Block(5-4-1, long, 2nd ball, shot)❌",0,,,,,,,,,,,,,,,,,,,,,,,.
251018_Sunderland_Wolves_ANALYST3ANGLES,0.0,34.65743327877681,"🔸[DSP] Defending Corner(R, 2 phases)✅",0,,,Out-swinger,Pass,,Second Half,"Long ball, Cross, Corner taken, Chipped",Hugo Bueno,Wolverhampton Wanderers,Right,,Right,,,,,,,,,,,.
251018_Sunderland_Wolves_ANALYST3ANGLES,0.0,35.04021786282192,🔹🔸Offensive transition✅✅⚽️,0,,,,,,,,,,,,,Counter Attack,,,,,,,,,,.
251018_Sunderland_Wolves_ANALYST3ANGLES,0.0,28.239975009920272,"🔸[OP4] Low Block(5-4-1, direct play)✅",0,,,,,,,,,,,,,,,,,,,,,,,.
251018_Sunderland_Wolves_ANALYST3ANGLES,0.0,48.054289993793645,"🔸[OP4] Low Block(5-4-1, 3 crosses)✅",0,,,,,,,,,,,,,,,,,,,,,,,.
251018_Sunderland_Wolves_ANALYST3ANGLES,0.0,26.127916853513852,"🔹[I1b] GK Restart(HBlock, 2nd ball)❌",0,,,,,,,,,,,,,,,,,,,,,,,.
251018_Sunderland_Wolves_ANALYST3ANGLES,0.0,37.958045333210066,🔸[DSP] Defending Free Kick❌❌,0,,,,Pass,,Second Half,"Free kick taken, Long ball, Launch, Direct",Sam Johnstone,Wolverhampton Wanderers,Center,,,,,,,,,,,,,.
251018_Sunderland_Wolves_ANALYST3ANGLES,0.0,24.997992321352285,🔹🔸Offensive transition✅,0,,,,,,,,,,,,,Counter Attack,,,,,,,,,,.
