Timeline,Start time,Duration,Row,Instance number,<flag>.,Assist,Corner Taken,Event,GameTime,Half,Pass,Period,Player,Shot Pattern of Play,Team,Zone,🔸[DSP],🔸[OP] Box Defence,🔸[OP] Restart Phase,🔸[OP] Zonal Defence,🔹[IP] Attack the Box,🔹[IP] Progression Phase,🔹[IP] Restart Phase,🔹[OSP],Ungrouped,Notes,Flags
250913_CrystalPalace_Sunderland_4ANGLES,0.0,23.592864878625733,🔸[DSP] Defending Corner(LS)✅,0,,,In-swinger,Pass,"00:25:13, 00:25:07",Second Half,"Cross, Corner taken, Long ball, Chipped","2, 2",Yéremy Pino,,Crystal Palace,Center,Central,,,,,,,,,,.
250913_CrystalPalace_Sunderland_4ANGLES,0.0,67.15705005175096,"🔸[OP3b] Mid Block(switches, effective pressing)✅",0,,,,,00:25:57,,,2,,,,,,,,,,,,,,,.
250913_CrystalPalace_Sunderland_4ANGLES,0.0,15.8200287627551,🔸[OP3b] Mid Block(IB)⚠️,0,,,,,00:26:48,,,2,,,,,,,,,,,,,,,.
250913_CrystalPalace_Sunderland_4ANGLES,0.0,12.820068280895612,"🔹[OSP] Attacking Throw In(L, MZ)✅",0,,,,,00:23:14,,,2,,,,,,,,,,,,"Mid 1/3, Right, Right",,,.
250913_CrystalPalace_Sunderland_4ANGLES,0.0,17.16013322735853,"🔹[IP3b] Progression(LTriangle, good pattern)🚧🔎",0,,,,,00:23:30,,,2,,,,,,,,,,,,,,,.
250913_CrystalPalace_Sunderland_4ANGLES,0.0,22.600158500104953,🔸[OP2] High Press(with Brian)✅🔎,0,,,,,00:23:51,,,2,,,,,,,,,,,,,,,.
250913_CrystalPalace_Sunderland_4ANGLES,0.0,13.180074996132134,"🔹[OSP] Attacking Throw In(L, MZ)❌",0,,,,,00:24:22,,,2,,,,,,,,,,,,"Left, Mid 1/3",,,.
250913_CrystalPalace_Sunderland_4ANGLES,0.0,23.5,🔸[OP3b] Mid Block(RSide press)✅,0,,,,,00:24:39,,,2,,,,,,,,,,,,,,,.
250913_CrystalPalace_Sunderland_4ANGLES,0.0,17.040096927665218,🔹🔸Offensive transition✅,0,,,,,00:24:46,,,2,,,,,,,,,,,,,,,.
250913_CrystalPalace_Sunderland_4ANGLES,0.0,18.684053219036286,"🔸[OP1] GK Restart(OS, long, duel lost)🚧",0,,,,,00:25:20,,,2,,,,,,,Direct (OS),,,,,,,,.
250913_CrystalPalace_Sunderland_4ANGLES,0.0,13.08532182840736,🔸[DSP] Defending Throw In(2nd phase)❌❌,0,,,,,00:20:17,,,2,,,,,"Central, Def 1/3, Long",,,,,,,,,,.
250913_CrystalPalace_Sunderland_4ANGLES,0.0,22.711634944190337,"🔸[DSP] Defending Corner(R, 2 phases)✅",0,,,In-swinger,Pass,"00:20:42, 00:20:39",Second Half,"Cross, Chipped, Corner taken","2, 2",Yéremy Pino,,Crystal Palace,Center,Central,,,,,,,,,,.
250913_CrystalPalace_Sunderland_4ANGLES,0.0,21.0,"🔹[1Pa] GK Restarts(HB, 2nd ball)✅",0,,,,,00:18:51,,,2,,,,,,,,,,,Compact Shape: LONG,,,,.
250913_CrystalPalace_Sunderland_4ANGLES,0.0,13.599367173252176,🔸[OP3a] High Block(effective press)✅,0,,,,,00:19:30,,,2,,,,,,,,,,,,,,,.
250913_CrystalPalace_Sunderland_4ANGLES,0.0,39.35023470072338,🔹[IP3b] Progression(RTriangle)🚧,0,,,,,00:19:46,,,2,,,,,,,,,,,,,,,.
250913_CrystalPalace_Sunderland_4ANGLES,0.0,20.720152019557645,🔸🔹Defensive Transition(opposite 10)✅⚠️,0,,,,,00:20:07,,,2,,,,,,,,,,,,,,,.
250913_CrystalPalace_Sunderland_4ANGLES,0.0,23.862445204391406,🔸[OP1] GK Restart(OS)✅,0,,,,,00:16:51,,,2,,,,,,,,,,,,,,,.
250913_CrystalPalace_Sunderland_4ANGLES,0.0,20.66010117913811,🔸🔹Defensive Transition(low turnover)✅⚠️,0,,,,,00:17:13,,,2,,,,,,,,,,,,,,,.
250913_CrystalPalace_Sunderland_4ANGLES,0.0,19.839975031179165,"🔹[1Pa] GK Restarts(HB, 2nd ball)❌",0,,,,,00:16:14,,,2,,,,,,,,,,,Compact Shape: LONG,,,,.
250913_CrystalPalace_Sunderland_4ANGLES,0.0,18.980125268403754,🔸[OP3b] Mid Block(effective press)✅🔎,0,,,,,00:15:04,,,2,,,,,,,,,,,,,,,.
250913_CrystalPalace_Sunderland_4ANGLES,0.0,18.060090520124504,"🔸[OP3b] Mid Block(quick trow-in, surprised)🚧⚠️",0,,,,,00:15:23,,,2,,,,,,,,,,,,,,,.
250913_CrystalPalace_Sunderland_4ANGLES,0.0,25.741589345652756,"🔸[OP3b] Mid Block(no screen, overload in midfield)❌❌🔎",0,,,,,00:16:06,,,2,,,,,,,,,,,,,,,.
250913_CrystalPalace_Sunderland_4ANGLES,0.0,18.54010912373451,🔹[1Pa] GK Restarts(HB)❌,0,,,,,00:13:02,,,2,,,,,,,,,,,Compact Shape: LONG,,,,.
250913_CrystalPalace_Sunderland_4ANGLES,0.0,19.123932272485945,"🔸[OP1] GK Restart(OS, long)✅",0,,,,,00:13:17,,,2,,,,,,,,,,,,,,,.
250913_CrystalPalace_Sunderland_4ANGLES,0.0,16.300077721743037,🔹[OSP] Attacking Free Kick❌,0,,,,Pass,"00:12:32, 00:12:20",Second Half,"Free kick taken, Long ball, Direct, Chipped","2, 2",Granit Xhaka,,Sunderland,Center,,,,,,,,"Mid 1/3, Central",,,.
250913_CrystalPalace_Sunderland_4ANGLES,0.0,16.2906134274981,🔸[OP1] GK Restart(HB)✅,0,,,,,00:13:04,,,2,,,,,,,Direct (HB),,,,,,,,.
250913_CrystalPalace_Sunderland_4ANGLES,0.0,26.560151499464155,"🔸[OP3b] Mid Block(Brian, switch Noah/Habib)✅🔎",0,,,,,00:13:25,,,2,,,,,,,,,,,,,,,.
