Timeline,Start time,Duration,Row,Instance number,<flag>.,Adversaire,Contexte,Date,HALF TIME,Journée,Lieu,MINUTE,Pourcentage,Qualite,TIME PERIOD,Type action,✅,❌,❌❌,🔸🔹[OT] Keep the ball,🔹[IP] Restart Phase,🔹🔸[DT] Back in,Ungrouped,Notes,Flags
260211_Sunderland_Liverpool_ANALYST,0.0,46.81989960633382,"🔹[IP3b]Progression(around, through, IB)🚧🔍",0,,,,,,,,,,,,,,,,,,,,,.
260211_Sunderland_Liverpool_ANALYST,0.0,25.47019193278811,"🔹🔸Defensive transition(rest defence, big chance)❌❌",0,,,,,,,,,,,,,,,,,,,,,.
260211_Sunderland_Liverpool_ANALYST,0.0,24.86019570868666,"🔹[IP1a]GK Restart(OS, short then long, 2nd ball)✅",0,,,,,,,,,,,,,,,,,,,,,.
260211_Sunderland_Liverpool_ANALYST,0.0,16.510090532274262,"🔸[OP1b]GK Restart(OS, long)✅",0,,,,,,,,,,,,,,,,,,,,,.
260211_Sunderland_Liverpool_ANALYST,0.0,51.098144874376885,"🔹[IP3b]Progression(6 drops, good mobility, through)✅",0,,,,,,,,,,,,,,,,,,,,,.
260211_Sunderland_Liverpool_ANALYST,0.0,17.56008746641237,"🔸[OP2]High Press(MFM, long)✅",0,,,,,,,,,,,,,,,,,,,,,.
260211_Sunderland_Liverpool_ANALYST,0.0,101.41918718992747,🔹[IP4]Attacking Phase(inability to attack the box)🚧,0,,,,,,,,,,,,,,,,,,,,,.
260211_Sunderland_Liverpool_ANALYST,0.0,20.620115531932242,🔸[OP1b]GK Restart(HBlock)✅,0,,,,,,,,,,,,,,,,,,,,,.
260211_Sunderland_Liverpool_ANALYST,0.0,21.48678726165963,"🔹[IP4]Attacking Phase(RTriangle, inaccurate cross)🚧",0,,,,,,,,,,,,,,,,,,,,,.
260211_Sunderland_Liverpool_ANALYST,0.0,24.7833670541213,"🔸[OP1b]GK Restart(OS, short, good intensity)✅",0,,,,,,,,,,,,,,,,,,,,,.
260211_Sunderland_Liverpool_ANALYST,0.0,27.622860599094565,"🔸[OP2]High Press(OS, long, no duels, shot conceded)❌",0,,,,,,,,,,,,,,,,,,,,,.
260211_Sunderland_Liverpool_ANALYST,0.0,16.51009053571761,"🔹[IP1a]GK Restart(OS, long, wrong target)❌",0,,,,,,,,,,,,,,,,,,,,,.
260211_Sunderland_Liverpool_ANALYST,0.0,20.774718686701817,"🔹[IP2]Low Build-up(OS, long, can't keep the ball)❌",0,,,,,,,,,,,,,,,,,,,,,.
260211_Sunderland_Liverpool_ANALYST,0.0,14.979948497732039,🔸[OP3b]Mid Block(intensity inside)✅⭐️,0,,,,,,,,,,,,,,,,,,,,,.
260211_Sunderland_Liverpool_ANALYST,0.0,15.680078012379454,"🔸[OP1b]GK Restart(OS, long)✅",0,,,,,,,,,,,,,,,,,,,,,.
260211_Sunderland_Liverpool_ANALYST,0.0,17.16008899966164,"🔹[OSP] Throw-in(L, high, 2-man, cross)🚧",0,,,,,,,,,,,,,,,,,,,,,.
260211_Sunderland_Liverpool_ANALYST,0.0,7.144041842645493,"🔸[OP1a]GK Restart(OS, short)✅",0,,,,,,,,,,,,,,,,,,,,,.
260211_Sunderland_Liverpool_ANALYST,0.0,27.287150810512685,"🔸[OP2]High Press(line squeezed, late read)❌⚠️",0,,,,,,,,,,,,,,,,,,,,,.
260211_Sunderland_Liverpool_ANALYST,0.0,33.3002179160012,"🔹🔸Defensive transition(long, 2nd ball, shot near the post)❌❌",0,,,,,,,,,,,,,,,,,,,,,.
260211_Sunderland_Liverpool_ANALYST,0.0,14.872819242470541,"🔹[IP1a]GK Restart(HBlock, wrong target, foul)🚧",0,,,,,,,,,,,,,,,,,,,,,.
260211_Sunderland_Liverpool_ANALYST,0.0,21.16837441381176,"🔹[OSP] Free kick(deep, foul)❌",0,,,,,,,,,,,,,,,,,,,,,.
