Timeline,Start time,Duration,Row,Instance number,<flag>.,⚽️,✅✅,❌❌,Ungrouped,Notes,Flags
260303_LeedsUnited_Sunderland_ANALYST,0.0,24.250164589787346,"🔸[DSP] Free kick(R, wide)✅",0,,,,,,,.
260303_LeedsUnited_Sunderland_ANALYST,0.0,15.570089608908347,"🔹[OSP] Throw-in(R, flip the pressure, foul won)✅",0,,,,,,,.
260303_LeedsUnited_Sunderland_ANALYST,0.0,15.620106390733781,"🔹[OSP] Free kick(deep, IB)❌🔍",0,,,,,,,.
260303_LeedsUnited_Sunderland_ANALYST,0.0,12.470078946221292,"🔹[OSP] Throw-in(L, DZ, flip the pressure)🚧",0,,,,,,,.
260303_LeedsUnited_Sunderland_ANALYST,0.0,32.14554806750493,"🔸[OP4]Low Block(10-man, cross conceded)🚧",0,,,,,,,.
260303_LeedsUnited_Sunderland_ANALYST,0.0,24.54853609476686,🔸[OP4]Low Block(R-Triangle)🚧⚠️,0,,,,,❌❌,,.
260303_LeedsUnited_Sunderland_ANALYST,0.0,18.829691721008203,"🔹[IP1a]GK Restart(HBlock, inaccurate)❌",0,,,,,,,.
260303_LeedsUnited_Sunderland_ANALYST,0.0,37.43411018165625,"🔸[OP4]Low Block(4-5-1, L-R, corner conceded)🚧",0,,,,,,,.
260303_LeedsUnited_Sunderland_ANALYST,0.0,16.640882972737018,"🔸[DSP] Corner(L, MZ)✅",0,,,,,,,.
260303_LeedsUnited_Sunderland_ANALYST,0.0,36.55125519265221,🔸[OP4]Low Block(LSide)✅,0,,,,,,,.
260303_LeedsUnited_Sunderland_ANALYST,0.0,13.968394285306204,"🔸[DSP] Throw-in(R, HZ, long)🚧",0,,,,,❌❌,,.
260303_LeedsUnited_Sunderland_ANALYST,0.0,27.782153174521227,"🔸[DSP] Corner(L, 2 phases)✅",0,,,,,,,.
260303_LeedsUnited_Sunderland_ANALYST,0.0,19.51866869926016,"🔹[OSP] Throw-in(L, DZ, flip the pressure)🚧",0,,,,,,,.
260303_LeedsUnited_Sunderland_ANALYST,0.0,21.046330676139405,"🔸🔹Offensive transition(1st step under pressure, off side)🚧",0,,,,,,,.
260303_LeedsUnited_Sunderland_ANALYST,0.0,32.86295383193465,🔸[OP4]Low Block(RSide)✅,0,,,,,,,.
260303_LeedsUnited_Sunderland_ANALYST,0.0,15.305647574834438,"🔹[IP1a]GK Restart(HBlock, 2nd ball)✅",0,,,,,,,.
260303_LeedsUnited_Sunderland_ANALYST,0.0,40.08534503059673,"🔹[OSP] Corner(R, front post, 2nd phase)🚧",0,,,,,,,.
260303_LeedsUnited_Sunderland_ANALYST,0.0,27.688286469929153,"🔹[OSP] Free kick(R, wide, poor delivery)❌",0,,,,,,,.
260303_LeedsUnited_Sunderland_ANALYST,0.0,24.21553359335485,"🔹[IP1a]GK Restart(HBlock, 1st contact)🚧",0,,,,,,,.
260303_LeedsUnited_Sunderland_ANALYST,0.0,21.041153955173286,"🔸[OP2]High Press(OS, long, 2nd ball lost)🚧",0,,,,,,,.
260303_LeedsUnited_Sunderland_ANALYST,0.0,10.0,"🔸[DSP] Throw-in(L, HZ, long)✅",0,,,,,,,.
260303_LeedsUnited_Sunderland_ANALYST,0.0,18.78060265267777,"🔸[DSP] Corner(L, MZ, 2nd phase, Bijol?)✅🔍",0,,,,,,,.
260303_LeedsUnited_Sunderland_ANALYST,0.0,17.96832312504921,🔹[IP1b]GK Restart(HBLock)❌,0,,,,,,,.
260303_LeedsUnited_Sunderland_ANALYST,0.0,35.896957545111945,"🔸[OP4]Low Block(LSide, easy cross?)🚧",0,,,,,,,.
260303_LeedsUnited_Sunderland_ANALYST,0.0,16.325729350121037,"🔸[DSP] Throw-in(L, HZ, long, 1st contact)❌❌",0,,,,,❌❌,,.
260303_LeedsUnited_Sunderland_ANALYST,0.0,18.77387896604705,"🔹[IP1b]GK Restart(OS, short, around)✅⭐️",0,,,,,,,.
260303_LeedsUnited_Sunderland_ANALYST,0.0,16.494735081814724,"🔹[IP4]Attacking Phase(LSide, quick turnover)❌",0,,,,,,,.
260303_LeedsUnited_Sunderland_ANALYST,0.0,14.527923210573135,"🔸[DSP] Throw-in(L, HZ, long, 1st contact)✅",0,,,,,,,.
260303_LeedsUnited_Sunderland_ANALYST,0.0,34.86469216200203,"🔹[IP1a]GK Restart(HBlock, 2nd ball)🚧",0,,,,,,,.
260303_LeedsUnited_Sunderland_ANALYST,0.0,20.313215187523383,"🔸[OP4]Low Block(long, 1st contact lost)🚧",0,,,,,,,.
260303_LeedsUnited_Sunderland_ANALYST,0.0,14.350073154364509,"🔹[IP1b]GK Restart(HBlock, inaccurate)❌",0,,,,,,,.
260303_LeedsUnited_Sunderland_ANALYST,0.0,22.18606853064648,"🔸[OP4]Low Block(RSide, cross)🚧",0,,,,,,,.
260303_LeedsUnited_Sunderland_ANALYST,0.0,16.42078737002157,🔸🔹Offensive transition(quick regain)❌,0,,,,,,,.
260303_LeedsUnited_Sunderland_ANALYST,0.0,21.559250970466564,"🔸[OP4]Low Block(RSide, cross)🚧⭐️",0,,,,,,,.
260303_LeedsUnited_Sunderland_ANALYST,0.0,14.815293834319164,"🔸[OP4]Low Block(LSide, cross)🚧",0,,,,,,,.
260303_LeedsUnited_Sunderland_ANALYST,0.0,12.250070102881182,"🔸[DSP] Corner(L, front-post, 2nd phase)✅",0,,,,,,,.
260303_LeedsUnited_Sunderland_ANALYST,0.0,22.374258816444126,🔹[IP1b]GK Restart(HBlock)❌,0,,,,,,,.
260303_LeedsUnited_Sunderland_ANALYST,0.0,19.502951954658784,"🔸[OP3b]Mid Block(long, 1st contact)✅",0,,,,,,,.
