Timeline,Start time,Duration,Row,Instance number,<flag>.,❌❌,Ungrouped,Notes,Flags
251228_Sunderland_LeedsUnited_ANALYST,0.0,18.970112478789815,"🔹[IP1a]GK Restart(RCB steps in, release FB, turnover)❌",0,,,,,.
251228_Sunderland_LeedsUnited_ANALYST,0.0,33.56358084350086,🔸[DSP] Free kick(wide)✅,0,,,,*,.
251228_Sunderland_LeedsUnited_ANALYST,0.0,38.17027859730388,🔸[OP2]High Press(adaptive MFM CBs engagement?)✅⭐️,0,,,,,.
251228_Sunderland_LeedsUnited_ANALYST,0.0,38.85951062132244,"🔹[IP2]Low Build-up(around, inaccurate pass to the 9)❌",0,,,,,.
251228_Sunderland_LeedsUnited_ANALYST,0.0,18.231069443184424,"🔹[IP4]Attacking Phase(IB, inaccuracy)❌",0,,,,,.
251228_Sunderland_LeedsUnited_ANALYST,0.0,28.56396470956679,"🔸[OP2]High Press(MFM, CBs engagement?)🚧",0,,,,,.
251228_Sunderland_LeedsUnited_ANALYST,0.0,18.22013229354343,"🔹[OSP] Throw-in(R, DZ, flip the pressure, turnover)❌",0,,,,,.
251228_Sunderland_LeedsUnited_ANALYST,0.0,39.78022738408163,"🔸[OP4]Low Block(LTRiangle twice, cross)🚧",0,,,,,.
251228_Sunderland_LeedsUnited_ANALYST,0.0,95.85048886917502,"🔸[OP4]Low Block(turnover, long sequence, 2 crosses, 3 shots)❌❌",0,,,,,.
251228_Sunderland_LeedsUnited_ANALYST,0.0,31.846505372831416,"🔹[IP1b]GK Restart(around, through)✅⭐️",0,,,,,.
251228_Sunderland_LeedsUnited_ANALYST,0.0,19.15703781262164,🔹[IP4]Attacking Phase(LW cross far post)✅,0,,,,,.
251228_Sunderland_LeedsUnited_ANALYST,0.0,24.845297854524688,"🔸[OP1a]GK Restart(HBlock, lack of intensity)❌",0,,,,,.
251228_Sunderland_LeedsUnited_ANALYST,0.0,13.209293683559736,"🔸[DSP] Corner(R, mid zone)🚧",0,,,,,.
251228_Sunderland_LeedsUnited_ANALYST,0.0,22.815641549873362,"🔹[IP1a]GK Restart(CB steps in, release 6, IB)✅⭐️",0,,,,,.
251228_Sunderland_LeedsUnited_ANALYST,0.0,20.77905172719602,"🔸[OP1b]GK Restart(MFM, lack of intensity)🚧",0,,,,,.
251228_Sunderland_LeedsUnited_ANALYST,0.0,14.14184792686956,"🔹[IP1b]GK Restart(CB steps in, cheap turnover)❌⚠️",0,,,,,.
