Timeline,Start time,Duration,Row,Instance number,<flag>.,Adversaire,Contexte,Date,HALF TIME,Journée,Lieu,MINUTE,Pourcentage,Qualite,Score final,TIME PERIOD,Type action,✅✅,🔸🔹[OT] Counter-attack,🔹🔸[DT] Back in,🔹🔸[DT] Quick regain,Ungrouped,Notes,Flags
251214_Sunderland_NewcastleUnited_ANALYST2ANGLES,0.0,14.220074372783984,"🔹[IP1b]GK Restart(8"", quick, turnover)❌",0,,,,,,,,,,,,,,,,,,,,.
251214_Sunderland_NewcastleUnited_ANALYST2ANGLES,0.0,27.63172572919393,🔸[OP2]High Press(2 phases)✅,0,,,,,,,,,,,,,,,,,,,,.
251214_Sunderland_NewcastleUnited_ANALYST2ANGLES,0.0,10.820056086181012,"🔹[OSP] Throw-in(R, DZ)🚧",0,,,,,,,,,,,,,,,,,,,,.
251214_Sunderland_NewcastleUnited_ANALYST2ANGLES,0.0,19.014010480912475,"🔹[OSP] Throw-in(R, MZ)✅⭐️",0,,,,,,,,,,,,,,,,,,,,.
251214_Sunderland_NewcastleUnited_ANALYST2ANGLES,0.0,16.95011276567584,"🔹[IP4]Attacking Phase(High regain, switch/IB)✅✅",0,,,,,,,,,,,,,,,,,,,,.
251214_Sunderland_NewcastleUnited_ANALYST2ANGLES,0.0,18.970101780143523,"🔹[OSP] Corner(R, 2nd ball)🚧",0,,,,,,,,,,,,,,,,,,,,.
251214_Sunderland_NewcastleUnited_ANALYST2ANGLES,0.0,16.989976532029686,"🔹[IP2]Low Build-up(long, turnover)❌",0,,,,,,,,,,,,,,,,,,,,.
251214_Sunderland_NewcastleUnited_ANALYST2ANGLES,0.0,22.631874707134557,🔸[OP3b]Mid Block(midfield line opened due to impatience)❌🔍,0,,,,,,,,,,,,,,,,,,,,.
251214_Sunderland_NewcastleUnited_ANALYST2ANGLES,0.0,20.019957121598964,"🔸🔹Offensive transition(build-up under pressure, last step sloppy)🚧",0,,Newcastle United,Contexte,20251214,MT 0,Journée 16,Domicile,78,150%,+,,70 - 80,DPlacee,,,,,,,.
251214_Sunderland_NewcastleUnited_ANALYST2ANGLES,0.0,9.31006156517924,"🔹[IP1a]GK Restart(HBlock, turnover)❌",0,,,,,,,,,,,,,,,,,,,,.
